damage_id,report_key,event_order,source,target,skill,sample_type,damage,base_common,z_b160,off_force,setup_force,current_force,target_command,target_eff_command,source_hp,target_damage_taken_pct,pierce_pct,total_multiplier,current_trigger,raw_text
980,battle_20260620_030317,367,张飞,诸葛亮,普通攻击,normal_attack,235.0,279.6158753709922,147947.5558175457,307.0,337.7,337.7,369.11,369.11,12761.0,0.0,0.0,0.84043869,,[诸葛亮]损失了兵力235(6270)
981,battle_20260620_030317,374,赵云,诸葛亮,普通攻击,normal_attack,255.0,257.9010254751599,136458.01158916185,296.49,326.14,326.14,369.11,369.11,11820.0,0.0,0.0,0.9887514000000001,,[诸葛亮]损失了兵力255(6015)
982,battle_20260620_030317,379,赵云,诸葛亮,辕门射戟,physical_skill,557.0,256.0621589833583,135485.04893968473,296.49,326.14,326.14,369.11,369.11,11820.0,0.0,0.0,2.1752530800000005,,"[诸葛亮]由于[赵云]的【辕门射戟】的伤害,损失了兵力557(5458)"
983,battle_20260620_030317,397,马超,马云禄,普通攻击,normal_attack,843.0,398.8417408746501,165786.5464293658,304.0,334.4,334.4,255.67,255.67,14556.0,7.0,0.0,2.1136202999999996,会心,[马云禄]损失了兵力843(2198)
985,battle_20260620_030317,406,张飞,诸葛亮,万人之敌,physical_skill,320.0,271.96680887148176,143900.3582419897,307.0,337.7,337.7,369.11,369.11,12761.0,0.0,0.0,1.1766141660000002,,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力320(5138)"
986,battle_20260620_030317,413,张飞,马云禄,万人之敌,physical_skill,600.0,355.7673405328797,147881.8104393021,307.0,337.7,337.7,255.67,255.67,12761.0,7.0,0.0,1.6864954469999995,,"[马云禄]由于[张飞]的【万人之敌】的伤害,损失了兵力600(656)"
993,battle_20260620_030317,490,张飞,诸葛亮,普通攻击,normal_attack,404.0,320.46755645356274,150539.6346440611,307.0,337.7,337.7,309.75,309.75,12761.0,0.0,0.0,1.260658035,会心,[诸葛亮]损失了兵力404(3427)
997,battle_20260620_030317,510,赵云,诸葛亮,普通攻击,normal_attack,297.0,300.37884143577446,141102.96076445506,296.49,326.14,326.14,309.75,309.75,11520.0,0.0,0.0,0.9887514000000001,,[诸葛亮]损失了兵力297(3284)
998,battle_20260620_030317,512,赵云,诸葛亮,辕门射戟,physical_skill,658.0,302.4935379013461,142096.33942915732,296.49,326.14,326.14,309.75,309.75,11520.0,0.0,0.0,2.1752530800000005,,"[诸葛亮]由于[赵云]的【辕门射戟】的伤害,损失了兵力658(2626)"
1000,battle_20260620_030317,526,张飞,诸葛亮,万人之敌,physical_skill,372.0,316.16141531309756,148516.82484332757,307.0,337.7,337.7,309.75,309.75,12761.0,0.0,0.0,1.1766141660000002,,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力372(2014)"
1002,battle_20260620_030317,538,张飞,诸葛亮,普通攻击,normal_attack,269.0,320.07093819062516,150353.32321504617,307.0,337.7,337.7,309.75,309.75,12761.0,0.0,0.0,0.84043869,,[诸葛亮]损失了兵力269(1795)
1005,battle_20260620_030317,550,赵云,诸葛亮,普通攻击,normal_attack,295.0,298.3560882947928,140152.77247647892,296.49,326.14,326.14,309.75,309.75,11520.0,0.0,0.0,0.9887514000000001,,[诸葛亮]损失了兵力295(1598)
1006,battle_20260620_030317,552,赵云,诸葛亮,辕门射戟,physical_skill,653.0,300.1949547865942,141016.58001100263,296.49,326.14,326.14,309.75,309.75,11520.0,0.0,0.0,2.1752530800000005,,"[诸葛亮]由于[赵云]的【辕门射戟】的伤害,损失了兵力653(945)"
1007,battle_20260620_030317,565,马超,诸葛亮,普通攻击,normal_attack,665.0,333.3242107759859,163245.53222753908,304.0,334.4,334.4,329.75,329.75,14291.0,0.0,0.0,1.9950545999999996,会心,[诸葛亮]损失了兵力665(280)
1009,battle_20260620_032503,88,马云禄,赵云,普通攻击,normal_attack,305.0,293.6585825186875,132425.33778680215,253.5,286.17,286.17,290.95,290.95,10000.0,-2.1,0.0,1.0386211,,[赵云]损失了兵力305(15695)
1014,battle_20260620_032503,115,马云禄,赵云,红妆缭乱,physical_skill,834.0,303.823230904326,137009.08597630583,253.5,286.17,301.01,290.95,290.95,9395.0,7.9,0.0,2.7450172178,,"[赵云]由于[马云禄]【红妆缭乱】的「红妆缭乱」效果,损失了兵力834(14861)"
1020,battle_20260620_032503,151,张飞,诸葛亮,普通攻击,normal_attack,246.0,325.40866665663987,155359.85972187956,307.0,337.7,337.7,317.43,317.43,16000.0,-10.0,0.0,0.75597249,,[诸葛亮]损失了兵力246(9022)
1021,battle_20260620_032503,162,赵云,诸葛亮,普通攻击,normal_attack,266.0,299.0849574433588,142792.1312321828,296.49,326.14,326.14,317.43,317.43,14901.0,-10.0,0.0,0.8893794,,[诸葛亮]损失了兵力266(8756)
1022,battle_20260620_032503,167,赵云,诸葛亮,辕门射戟,physical_skill,580.0,296.4273330778334,141523.30163135,296.49,326.14,326.14,317.43,317.43,14901.0,-10.0,0.0,1.9566346800000003,,"[诸葛亮]由于[赵云]的【辕门射戟】的伤害,损失了兵力580(8176)"
1024,battle_20260620_032503,184,马云禄,赵云,普通攻击,normal_attack,315.0,304.16206967294994,137161.8853190168,253.5,286.17,308.43,290.95,290.95,8932.0,-2.1,0.0,1.0356320902823404,,[赵云]损失了兵力315(14413)
1025,battle_20260620_032503,188,马云禄,赵云,普通攻击,normal_attack,314.0,303.19647580097234,136726.45076244848,253.5,286.17,308.43,290.95,290.95,8932.0,-2.1,0.0,1.0356320902823404,,[赵云]损失了兵力314(14099)
1026,battle_20260620_032503,192,马云禄,赵云,红妆缭乱,physical_skill,839.0,306.52685554259705,138228.28550693413,253.5,286.17,308.43,290.95,290.95,8932.0,7.9,0.0,2.7371174330381205,,"[赵云]由于[马云禄]的【红妆缭乱】的伤害,损失了兵力839(13260)"
1029,battle_20260620_032503,203,马超,马云禄,普通攻击,normal_attack,536.0,419.80863931717823,165266.06703999353,304.0,334.4,334.4,233.67,233.67,16000.0,-3.0,0.0,1.2767721999999997,,[马云禄]损失了兵力536(7914)
1030,battle_20260620_032503,210,张飞,诸葛亮,水淹七军,physical_skill,972.0,329.68232644387524,153252.82944743542,307.0,337.7,337.7,304.85,304.85,16000.0,-10.0,0.0,2.948292711,会心,"[诸葛亮]由于[张飞]的【水淹七军】的伤害,损失了兵力972(6969)"
1034,battle_20260620_032503,237,张飞,马云禄,水淹七军,physical_skill,1181.0,416.14215005412,155499.837210723,307.0,337.7,337.7,213.67,213.67,15498.0,-3.0,0.0,2.8379725529999997,,"[马云禄]由于[张飞]的【水淹七军】的伤害,损失了兵力1181(6449)"
1041,battle_20260620_032503,268,张飞,马云禄,普通攻击,normal_attack,666.0,406.7692616617072,151997.47000513013,307.0,337.7,337.7,213.67,213.67,15498.0,-3.0,0.0,1.6372918574999997,会心,[马云禄]损失了兵力666(3973)
1042,battle_20260620_032503,275,赵云,马云禄,普通攻击,normal_attack,372.0,391.92768049296916,146451.61636980777,296.49,326.14,326.14,213.67,213.67,12402.0,-3.0,0.0,0.9491547,,[马云禄]损失了兵力372(3601)
1043,battle_20260620_032503,280,赵云,马云禄,辕门射戟,physical_skill,816.0,390.77833245633286,146022.13948895788,296.49,326.14,326.14,213.67,213.67,12402.0,-3.0,0.0,2.0881403400000003,,"[马云禄]由于[赵云]的【辕门射戟】的伤害,损失了兵力816(2785)"
1049,battle_20260620_032503,310,张飞,诸葛亮,万人之敌,physical_skill,504.0,317.471869908917,152288.08127660837,307.0,337.7,337.7,319.69,319.69,14212.0,-10.0,0.0,1.5875422289999999,会心,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力504(5442)"
1050,battle_20260620_032503,317,张飞,马云禄,万人之敌,physical_skill,631.0,412.9205342801435,154296.0160444612,307.0,337.7,337.7,213.67,213.67,14212.0,-3.0,0.0,1.528139067,,"[马云禄]由于[张飞]的【万人之敌】的伤害,损失了兵力631(2154)"
1051,battle_20260620_032503,327,张飞,诸葛亮,普通攻击,normal_attack,261.0,310.5520998801233,151273.03337260688,307.0,337.7,337.7,327.11,327.11,14212.0,0.0,0.0,0.84043869,,[诸葛亮]损失了兵力261(5181)
1053,battle_20260620_032503,347,赵云,马云禄,普通攻击,normal_attack,414.0,395.22193859797596,147682.58179590566,296.49,326.14,326.14,213.67,213.67,12256.0,7.0,0.0,1.0475127,,[马云禄]损失了兵力414(1740)
1057,battle_20260620_032503,376,马超,诸葛亮,普通攻击,normal_attack,677.0,339.33908375239463,165295.46108662896,304.0,334.4,334.4,327.11,327.11,15638.0,0.0,0.0,1.9950545999999996,会心,[诸葛亮]损失了兵力677(4329)
1061,battle_20260620_032503,396,张飞,马云禄,万人之敌,physical_skill,1040.0,411.1089268379943,153619.07269155333,307.0,337.7,337.7,213.67,213.67,14287.0,7.0,0.0,2.5297431704999993,会心,"[马云禄]由于[张飞]的【万人之敌】的伤害,损失了兵力1040(146)"
1062,battle_20260620_032503,400,张飞,诸葛亮,万人之敌,physical_skill,365.0,310.21214136903393,151107.43618227012,307.0,337.7,337.7,327.11,327.11,14287.0,0.0,0.0,1.1766141660000002,,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力365(3245)"
1066,battle_20260620_032503,458,张飞,诸葛亮,普通攻击,normal_attack,305.0,362.90571058788356,155232.9177039672,307.0,337.7,337.7,267.75,267.75,14287.0,0.0,0.0,0.84043869,,[诸葛亮]损失了兵力305(1554)
1068,battle_20260620_032503,466,赵云,诸葛亮,普通攻击,normal_attack,334.0,337.79977454393486,144493.85356116813,296.49,326.14,326.14,267.75,267.75,12256.0,0.0,0.0,0.9887514000000001,,[诸葛亮]损失了兵力334(1258)
1072,battle_20260620_032503,494,张飞,诸葛亮,水淹七军,physical_skill,786.0,359.7022553872339,153862.6397418893,307.0,337.7,337.7,267.75,267.75,14287.0,0.0,0.0,2.185140594,,"[诸葛亮]由于[张飞]的【水淹七军】的伤害,损失了兵力786(237)"
1074,battle_20260620_040200,88,马云禄,马超,普通攻击,normal_attack,140.0,207.37554377107816,88155.34365708532,253.5,286.17,286.17,265.1,265.1,10000.0,-2.1,0.0,0.6751037150000001,,[马超]损失了兵力140(15860)
1075,battle_20260620_040200,92,马云禄,马超,红妆缭乱,physical_skill,372.0,208.48965485410307,88628.95227847922,253.5,286.17,286.17,265.1,265.1,10000.0,7.9,0.0,1.7842611915700002,,"[马超]由于[马云禄]的【红妆缭乱】的伤害,损失了兵力372(15488)"
1076,battle_20260620_040200,94,马云禄,马超,红妆缭乱,physical_skill,379.0,212.4128472841534,90296.70138049361,253.5,286.17,286.17,265.1,265.1,10000.0,7.9,0.0,1.7842611915700002,,"[马超]由于[马云禄]【红妆缭乱】的「红妆缭乱」效果,损失了兵力379(15109)"
1077,battle_20260620_040200,97,马云禄,马超,普通攻击,normal_attack,157.0,211.00386074570386,89697.74120299872,253.5,286.17,286.17,265.1,265.1,10000.0,7.9,0.0,0.7440622150000001,,[马超]损失了兵力157(14952)
1078,battle_20260620_040200,102,张飞,诸葛亮,万人之敌,physical_skill,418.0,394.95012387478357,160251.01276219342,307.0,337.7,337.7,245.75,245.75,16000.0,-10.0,0.0,1.058361486,,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力418(9582)"
1080,battle_20260620_040200,116,张飞,马云禄,万人之敌,physical_skill,675.0,441.7137252600584,155337.46576220472,307.0,337.7,337.7,191.67,191.67,16000.0,-3.0,0.0,1.528139067,,"[马云禄]由于[张飞]的【万人之敌】的伤害,损失了兵力675(9325)"
1081,battle_20260620_040200,126,张飞,诸葛亮,普通攻击,normal_attack,321.0,381.94338720888726,157807.54929309594,307.0,337.7,337.7,253.17,253.17,16000.0,0.0,0.0,0.84043869,,[诸葛亮]损失了兵力321(9386)
1082,battle_20260620_040200,130,赵云,诸葛亮,普通攻击,normal_attack,357.0,361.0614356652238,149179.75337380051,296.49,326.14,326.14,253.17,253.17,16000.0,0.0,0.0,0.9887514000000001,,[诸葛亮]损失了兵力357(9029)
1083,battle_20260620_040200,138,赵云,诸葛亮,辕门射戟,physical_skill,760.0,349.38463344228427,146944.18913315592,296.49,326.14,326.14,260.58,260.58,16000.0,0.0,0.0,2.1752530800000005,,"[诸葛亮]由于[赵云]的【辕门射戟】的伤害,损失了兵力760(8269)"
1085,battle_20260620_040200,151,马云禄,张飞,普通攻击,normal_attack,280.0,317.1625963557667,135174.69856682778,253.5,286.17,293.59,266.2,266.2,9325.0,-2.1,0.0,0.8828279349999999,,[张飞]损失了兵力280(15720)
1086,battle_20260620_040200,158,马超,诸葛亮,普通攻击,normal_attack,788.0,394.9766587841757,166119.28315144862,304.0,334.4,334.4,260.58,260.58,14372.0,0.0,0.0,1.9950545999999996,会心,[诸葛亮]损失了兵力788(7481)
1092,battle_20260620_040200,189,张飞,马云禄,万人之敌,physical_skill,730.0,432.85026431500364,152220.4524516573,307.0,337.7,337.7,191.67,191.67,15263.0,7.0,0.0,1.6864954469999995,,"[马云禄]由于[张飞]的【万人之敌】的伤害,损失了兵力730(8651)"
1093,battle_20260620_040200,196,张飞,诸葛亮,万人之敌,physical_skill,420.0,356.9564366438198,152780.9244479213,307.0,337.7,337.7,268.01,268.01,15263.0,0.0,0.0,1.1766141660000002,,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力420(6456)"
1099,battle_20260620_040200,238,张飞,诸葛亮,普通攻击,normal_attack,288.0,342.67817917806707,154297.70373850825,307.0,337.7,337.7,290.27,290.27,15263.0,0.0,0.0,0.84043869,,[诸葛亮]损失了兵力288(4821)
1100,battle_20260620_040200,248,赵云,诸葛亮,普通攻击,normal_attack,307.0,310.49260714068265,142109.36136221903,296.49,326.14,326.14,297.69,297.69,15617.0,0.0,0.0,0.9887514000000001,,[诸葛亮]损失了兵力307(4514)
1102,battle_20260620_040200,257,赵云,诸葛亮,辕门射戟,physical_skill,672.0,308.92957062265134,141393.97517828128,296.49,326.14,326.14,297.69,297.69,15267.0,0.0,0.0,2.1752530800000005,,"[诸葛亮]由于[赵云]的【辕门射戟】的伤害,损失了兵力672(3932)"
1103,battle_20260620_040200,274,马云禄,赵云,普通攻击,normal_attack,280.0,303.58961490863993,136903.73684305119,253.5,286.17,315.85,290.95,290.95,6584.0,-2.1,0.0,0.9222976882271192,,[赵云]损失了兵力280(14987)
1104,battle_20260620_040200,280,马云禄,赵云,红妆缭乱,physical_skill,752.0,307.5112801067139,138672.21176412262,253.5,286.17,315.85,290.95,290.95,6640.0,7.9,0.0,2.445438748585215,,"[赵云]由于[马云禄]的【红妆缭乱】的伤害,损失了兵力752(14235)"
1105,battle_20260620_040200,284,马云禄,赵云,红妆缭乱,physical_skill,763.0,309.3547587678948,139503.52846638215,253.5,286.17,315.85,290.95,290.95,6791.0,7.9,0.0,2.46642399502401,,"[赵云]由于[马云禄]【红妆缭乱】的「红妆缭乱」效果,损失了兵力763(13472)"
1106,battle_20260620_040200,289,马云禄,赵云,普通攻击,normal_attack,312.0,300.7870697782159,135639.92911648646,253.5,286.17,315.85,290.95,290.95,6944.0,7.9,0.0,1.0372786311261715,,[赵云]损失了兵力312(13160)
