damage_id,report_id,report_key,event_order,round_no,source,target,skill,buff,sample_type,observed_damage,pred_raw,pred_int_uncapped,pred_final,pred_grade_low,pred_grade_high,abs_diff,rel_error,obs_over_pred,target_hp_before,target_hp_after,is_lethal,setup_force,current_force,target_command,pierce_pct,target_eff_command,ignores_command,source_hp,skill_multiplier,troop_multiplier,unit_multiplier,source_bucket,target_bucket,source_damage_pct,target_damage_taken_pct,source_country_bonus,target_country_reduction,resolved_source_country,resolved_target_country,source_grade,target_grade,grade_multiplier,trigger_multiplier,special_multiplier,zongma_negative_bonus,zongma_negative_reason,total_external_multiplier,current_trigger,source_is_npc,target_is_npc,raw_text
901,6,battle_20260620_024521,273,2,张飞,诸葛亮,普通攻击,,normal_attack,296,309.2644150664816,309,309,309,309,13,0.04391891891891892,0.9579288025889967,6378.0,6082.0,False,337.7,337.7,270.27,0.0,270.27,False,14132.0,1.0,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.84043869,,True,False,[诸葛亮]损失了兵力296(6082)
907,6,battle_20260620_024521,301,2,赵云,诸葛亮,普通攻击,,normal_attack,329,341.170286448536,341,341,341,341,12,0.0364741641337386,0.9648093841642229,5682.0,5353.0,False,326.14,326.14,277.69,0.0,277.69,False,13944.0,1.0,1.0,1.0,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.9887514000000001,,True,False,[诸葛亮]损失了兵力329(5353)
909,6,battle_20260620_024521,313,2,赵云,诸葛亮,辕门射戟,,physical_skill,693,738.0625236154016,738,738,738,738,45,0.06493506493506493,0.9390243902439024,5432.0,4739.0,False,326.14,326.14,285.11,0.0,285.11,False,13944.0,2.2,1.0,1.0,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,2.1752530800000005,,True,False,"[诸葛亮]由于[赵云]的【辕门射戟】的伤害,损失了兵力693(4739)"
910,6,battle_20260620_024521,335,3,张飞,诸葛亮,万人之敌,,physical_skill,397,418.53492354455545,419,419,419,419,22,0.055415617128463476,0.9474940334128878,4739.0,4342.0,False,337.7,337.7,285.11,0.0,285.11,False,13536.0,1.4,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,1.1766141660000002,,True,False,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力397(4342)"
914,6,battle_20260620_024521,356,3,张飞,马云禄,万人之敌,,physical_skill,766,805.0891305004169,805,805,805,805,39,0.050913838120104436,0.9515527950310559,2904.0,2138.0,False,337.7,337.7,171.67,0.0,171.67,False,13536.0,1.4,1.0,1.15,1.014,1.065,1.4,7.0,0.0,0.5,蜀,蜀,0,3,0.97,1.0,1.0,1.0,,1.6864954469999995,,True,False,"[马云禄]由于[张飞]的【万人之敌】的伤害,损失了兵力766(2138)"
922,6,battle_20260620_024521,433,3,张飞,诸葛亮,普通攻击,,normal_attack,339,344.95709622982514,345,345,345,345,6,0.017699115044247787,0.9826086956521739,3389.0,3050.0,False,337.7,337.7,225.75,0.0,225.75,False,13536.0,1.0,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.84043869,,True,False,[诸葛亮]损失了兵力339(3050)
924,6,battle_20260620_024521,447,3,赵云,诸葛亮,普通攻击,,normal_attack,377,387.1077710321704,387,387,387,387,10,0.026525198938992044,0.9741602067183462,3050.0,2673.0,False,326.14,326.14,225.75,0.0,225.75,False,12325.0,1.0,1.0,1.0,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.9887514000000001,,True,False,[诸葛亮]损失了兵力377(2673)
925,6,battle_20260620_024521,459,4,马超,诸葛亮,普通攻击,,normal_attack,861,808.0122666227556,808,808,808,808,53,0.06155632984901278,1.0655940594059405,2673.0,1812.0,False,334.4,334.4,225.75,0.0,225.75,False,15833.0,1.0,1.0,1.0,1.3639999999999999,0.995,36.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.5,1.0,1.0,,1.9950545999999998,会心,True,False,[诸葛亮]损失了兵力861(1812)
926,6,battle_20260620_024521,461,4,马超,诸葛亮,纵马横枪,纵马横枪-追伤,physical_skill,898,1038.96910616576,1039,1039,1039,1039,141,0.15701559020044542,0.8642925890279115,1812.0,914.0,False,334.4,334.4,225.75,0.0,0.0,True,15833.0,0.8,1.0,1.0,1.3639999999999999,0.995,36.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.3333333333333335,official_negative:洪水/畏惧,1.06402912,,True,False,"[诸葛亮]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力898(914)"
927,6,battle_20260620_024521,464,4,张飞,诸葛亮,万人之敌,,physical_skill,477,482.9399347217552,483,483,483,483,6,0.012578616352201259,0.9875776397515528,914.0,437.0,False,337.7,337.7,225.75,0.0,225.75,False,14012.0,1.4,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,1.1766141660000002,,True,False,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力477(437)"
930,6,battle_20260620_024521,479,4,张飞,诸葛亮,普通攻击,,normal_attack,335,344.95709622982514,345,345,345,345,10,0.029850746268656716,0.9710144927536232,523.0,188.0,False,337.7,337.7,225.75,0.0,225.75,False,14012.0,1.0,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.84043869,,True,False,[诸葛亮]损失了兵力335(188)
932,7,battle_20260620_030317,89,1,马云禄,张飞,普通攻击,,normal_attack,247,213.4788444283727,213,213,209,218,34,0.13765182186234817,1.15962441314554,16000.0,15753.0,False,244.17,244.17,266.2,0.0,266.2,False,10000.0,1.0,1.0,0.85,1.03,0.979,3.0,-2.1,0.0,0.0,蜀,蜀,3,0,1.03,1.0,1.0,1.0,,0.8828279349999999,,False,True,[张飞]损失了兵力247(15753)
933,7,battle_20260620_030317,93,1,马云禄,张飞,红妆缭乱,,physical_skill,631,564.2125926306818,564,564,553,575,67,0.10618066561014262,1.1187943262411348,15753.0,15122.0,False,244.17,244.17,266.2,0.0,266.2,False,10000.0,2.398,1.0,0.85,1.03,1.079,3.0,7.9,0.0,0.0,蜀,蜀,3,0,1.03,1.0,1.0,1.0,,2.33326463513,,False,True,"[张飞]由于[马云禄]的【红妆缭乱】的伤害,损失了兵力631(15122)"
934,7,battle_20260620_030317,95,1,马云禄,张飞,红妆缭乱,红妆缭乱,physical_skill,634,564.2125926306818,564,564,553,575,70,0.11041009463722397,1.124113475177305,15122.0,14488.0,False,244.17,244.17,266.2,0.0,266.2,False,10000.0,2.398,1.0,0.85,1.03,1.079,3.0,7.9,0.0,0.0,蜀,蜀,3,0,1.03,1.0,1.0,1.0,,2.33326463513,,False,True,"[张飞]由于[马云禄]【红妆缭乱】的「红妆缭乱」效果,损失了兵力634(14488)"
935,7,battle_20260620_030317,98,1,张飞,马云禄,万人之敌,,physical_skill,511,555.354383197852,555,555,555,555,44,0.08610567514677103,0.9207207207207208,10000.0,9489.0,False,337.7,337.7,275.67,0.0,275.67,False,14488.0,1.4,1.0,1.15,1.014,0.965,1.4,-3.0,0.0,0.5,蜀,蜀,0,3,0.97,1.0,1.0,1.0,,1.528139067,,True,False,"[马云禄]由于[张飞]的【万人之敌】的伤害,损失了兵力511(9489)"
936,7,battle_20260620_030317,102,1,张飞,诸葛亮,万人之敌,,physical_skill,322,342.1563179612832,342,342,342,342,20,0.062111801242236024,0.9415204678362573,10000.0,9678.0,False,337.7,337.7,329.75,0.0,329.75,False,14488.0,1.4,1.0,0.85,1.014,0.895,1.4,-10.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,1.058361486,,True,False,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力322(9678)"
939,7,battle_20260620_030317,123,1,张飞,诸葛亮,普通攻击,,normal_attack,254,267.6492947495928,268,268,268,268,14,0.05511811023622047,0.9477611940298507,9887.0,9633.0,False,337.7,337.7,337.17,0.0,337.17,False,14009.0,1.0,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.84043869,,True,False,[诸葛亮]损失了兵力254(9633)
940,7,battle_20260620_030317,133,1,赵云,诸葛亮,普通攻击,,normal_attack,280,295.936944203531,296,296,296,296,16,0.05714285714285714,0.9459459459459459,9633.0,9353.0,False,326.14,326.14,344.59,0.0,344.59,False,15659.0,1.0,1.0,1.0,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.9887514000000001,,True,False,[诸葛亮]损失了兵力280(9353)
942,7,battle_20260620_030317,142,1,赵云,诸葛亮,辕门射戟,,physical_skill,620,651.0612772477683,651,651,651,651,31,0.05,0.9523809523809523,9458.0,8838.0,False,326.14,326.14,344.59,0.0,344.59,False,15659.0,2.2,1.0,1.0,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,2.1752530800000005,,True,False,"[诸葛亮]由于[赵云]的【辕门射戟】的伤害,损失了兵力620(8838)"
946,7,battle_20260620_030317,173,2,马云禄,赵云,普通攻击,,normal_attack,275,244.58062114135637,245,245,240,249,30,0.10909090909090909,1.1224489795918366,15290.0,15015.0,False,244.17,251.59,290.95,0.0,290.95,False,9176.0,1.0,1.0,1.0,1.03,0.979,3.0,-2.1,0.0,0.0,蜀,蜀,3,0,1.03,1.0,1.0,1.0,,1.0386211,,False,True,[赵云]损失了兵力275(15015)
951,7,battle_20260620_030317,194,2,马云禄,赵云,红妆缭乱,红妆缭乱,physical_skill,698,644.5348655782909,645,645,632,657,53,0.07593123209169055,1.082170542635659,14604.0,13906.0,False,244.17,251.59,290.95,0.0,290.95,False,8921.0,2.398,0.9970947736580906,1.0,1.03,1.079,3.0,7.9,0.0,0.0,蜀,蜀,3,0,1.03,1.0,1.0,1.0,,2.7370423214698527,,False,True,"[赵云]由于[马云禄]【红妆缭乱】的「红妆缭乱」效果,损失了兵力698(13906)"
954,7,battle_20260620_030317,207,2,马云禄,赵云,红妆缭乱,,physical_skill,706,660.089183616629,660,660,647,673,46,0.06515580736543909,1.0696969696969696,13906.0,13200.0,False,244.17,259.01,290.95,0.0,290.95,False,8781.0,2.398,0.9919036407894488,1.0,1.03,1.079,3.0,7.9,0.0,0.0,蜀,蜀,3,0,1.03,1.0,1.0,1.0,,2.7227925723655435,,False,True,"[赵云]由于[马云禄]的【红妆缭乱】的伤害,损失了兵力706(13200)"
955,7,battle_20260620_030317,211,2,马云禄,赵云,红妆缭乱,红妆缭乱,physical_skill,705,663.5928508935558,664,664,651,676,41,0.05815602836879433,1.0617469879518073,13200.0,12495.0,False,244.17,259.01,290.95,0.0,290.95,False,8923.0,2.398,0.9971685359193119,1.0,1.03,1.079,3.0,7.9,0.0,0.0,蜀,蜀,3,0,1.03,1.0,1.0,1.0,,2.737244800146929,,False,True,"[赵云]由于[马云禄]【红妆缭乱】的「红妆缭乱」效果,损失了兵力705(12495)"
956,7,battle_20260620_030317,216,2,马超,马云禄,普通攻击,,normal_attack,534,505.29751165041415,505,505,505,505,29,0.054307116104868915,1.0574257425742575,9064.0,8530.0,False,334.4,334.4,275.67,0.0,275.67,False,15591.0,1.0,1.0,1.0,1.3639999999999999,1.065,36.4,7.0,0.0,0.5,蜀,蜀,0,3,0.97,1.0,1.0,1.0,,1.4090801999999998,,True,False,[马云禄]损失了兵力534(8530)
961,7,battle_20260620_030317,243,2,张飞,诸葛亮,普通攻击,,normal_attack,235,252.57131986458205,253,253,253,253,18,0.07659574468085106,0.9288537549407114,7504.0,7269.0,False,337.7,337.7,366.85,0.0,366.85,False,13506.0,1.0,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.84043869,,True,False,[诸葛亮]损失了兵力235(7269)
962,7,battle_20260620_030317,258,2,赵云,马云禄,普通攻击,,normal_attack,518,544.68273988771,545,545,545,545,27,0.052123552123552123,0.9504587155963303,6825.0,6307.0,False,326.14,326.14,275.67,0.0,275.67,False,12971.0,1.0,1.0,1.0,1.014,1.065,1.4,7.0,0.0,0.5,蜀,蜀,0,3,0.97,1.5,1.0,1.0,,1.57126905,会心,True,False,[马云禄]损失了兵力518(6307)
963,7,battle_20260620_030317,260,2,赵云,马云禄,辕门射戟,,physical_skill,757,798.8680185019748,799,799,799,799,42,0.05548216644649934,0.9474342928660826,6307.0,5550.0,False,326.14,326.14,275.67,0.0,275.67,False,12971.0,2.2,1.0,1.0,1.014,1.065,1.4,7.0,0.0,0.5,蜀,蜀,0,3,0.97,1.0,1.0,1.0,,2.3045279400000003,,True,False,"[马云禄]由于[赵云]的【辕门射戟】的伤害,损失了兵力757(5550)"
967,7,battle_20260620_030317,291,3,马云禄,赵云,红妆缭乱,,physical_skill,593,598.8044335709602,599,599,587,610,6,0.01011804384485666,0.989983305509182,12812.0,12219.0,False,244.17,281.27,290.95,0.0,290.95,False,5091.0,2.398,0.8286001239101366,1.0,1.03,1.079,3.0,7.9,0.0,0.0,蜀,蜀,3,0,1.03,1.0,1.0,1.0,,2.2745216068045386,,False,True,"[赵云]由于[马云禄]的【红妆缭乱】的伤害,损失了兵力593(12219)"
972,7,battle_20260620_030317,314,3,马云禄,张飞,普通攻击,,normal_attack,229,228.25532072664515,228,228,224,233,1,0.004366812227074236,1.0043859649122806,12990.0,12761.0,False,244.17,288.69,266.2,0.0,266.2,False,4942.0,1.0,0.8205175534954029,0.85,1.03,1.079,3.0,7.9,0.0,0.0,蜀,蜀,3,0,1.03,1.0,1.0,1.0,,0.7983672185463768,,False,True,[张飞]损失了兵力229(12761)
973,7,battle_20260620_030317,323,3,张飞,诸葛亮,万人之敌,,physical_skill,314,339.26550202858635,339,339,339,339,25,0.07961783439490445,0.9262536873156342,7076.0,6762.0,False,337.7,337.7,389.11,0.0,389.11,False,12761.0,1.4,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,1.1766141660000002,,True,False,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力314(6762)"
974,7,battle_20260620_030317,334,3,张飞,马云禄,万人之敌,,physical_skill,833,919.35609031976,919,919,919,919,86,0.10324129651860744,0.9064200217627857,4988.0,4155.0,False,337.7,337.7,275.67,0.0,275.67,False,12761.0,1.4,1.0,1.15,1.014,1.065,1.4,7.0,0.0,0.5,蜀,蜀,0,3,0.97,1.5,1.0,1.0,,2.5297431704999993,会心,True,False,"[马云禄]由于[张飞]的【万人之敌】的伤害,损失了兵力833(4155)"
975,7,battle_20260620_030317,341,3,张飞,诸葛亮,水淹七军,,physical_skill,610,653.8805157031678,654,654,654,654,44,0.07213114754098361,0.9327217125382263,6762.0,6152.0,False,337.7,337.7,369.11,0.0,369.11,False,12761.0,2.6,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,2.185140594,,True,False,"[诸葛亮]由于[张飞]的【水淹七军】的伤害,损失了兵力610(6152)"
979,7,battle_20260620_030317,359,3,张飞,马云禄,水淹七军,,physical_skill,1114,1193.0174193367516,1193,1193,1193,1193,79,0.07091561938958707,0.9337803855825649,4155.0,3041.0,False,337.7,337.7,255.67,0.0,255.67,False,12761.0,2.6,1.0,1.15,1.014,1.065,1.4,7.0,0.0,0.5,蜀,蜀,0,3,0.97,1.0,1.0,1.0,,3.132062973,,True,False,"[马云禄]由于[张飞]的【水淹七军】的伤害,损失了兵力1114(3041)"
980,7,battle_20260620_030317,367,3,张飞,诸葛亮,普通攻击,,normal_attack,235,251.4925060396799,251,251,251,251,16,0.06808510638297872,0.9362549800796812,6505.0,6270.0,False,337.7,337.7,369.11,0.0,369.11,False,12761.0,1.0,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.84043869,,True,False,[诸葛亮]损失了兵力235(6270)
981,7,battle_20260620_030317,374,3,赵云,诸葛亮,普通攻击,,normal_attack,255,282.22264307168587,282,282,282,282,27,0.10588235294117647,0.9042553191489362,6270.0,6015.0,False,326.14,326.14,369.11,0.0,369.11,False,11820.0,1.0,1.0,1.0,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,0.9887514000000001,,True,False,[诸葛亮]损失了兵力255(6015)
982,7,battle_20260620_030317,379,3,赵云,诸葛亮,辕门射戟,,physical_skill,557,620.889814757709,621,621,621,621,64,0.11490125673249552,0.8969404186795491,6015.0,5458.0,False,326.14,326.14,369.11,0.0,369.11,False,11820.0,2.2,1.0,1.0,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,2.1752530800000005,,True,False,"[诸葛亮]由于[赵云]的【辕门射戟】的伤害,损失了兵力557(5458)"
983,7,battle_20260620_030317,397,4,马超,马云禄,普通攻击,,normal_attack,843,794.4149213344817,794,794,794,794,49,0.05812574139976275,1.061712846347607,3041.0,2198.0,False,334.4,334.4,255.67,0.0,255.67,False,14556.0,1.0,1.0,1.0,1.3639999999999999,1.065,36.4,7.0,0.0,0.5,蜀,蜀,0,3,0.97,1.5,1.0,1.0,,2.1136202999999996,会心,True,False,[马云禄]损失了兵力843(2198)
984,7,battle_20260620_030317,399,4,马超,马云禄,纵马横枪,纵马横枪-追伤,physical_skill,942,1100.7148345036799,1101,1101,1101,1101,159,0.16878980891719744,0.8555858310626703,2198.0,1256.0,False,334.4,334.4,255.67,0.0,0.0,True,14556.0,0.8,1.0,1.0,1.3639999999999999,1.065,36.4,7.0,0.0,0.5,蜀,蜀,0,3,0.97,1.0,1.0,1.3333333333333335,official_negative:洪水/畏惧/缴械,1.1272641599999997,,True,False,"[马云禄]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力942(1256)"
985,7,battle_20260620_030317,406,4,张飞,诸葛亮,万人之敌,,physical_skill,320,352.0895084555519,352,352,352,352,32,0.1,0.9090909090909091,5458.0,5138.0,False,337.7,337.7,369.11,0.0,369.11,False,12761.0,1.4,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.0,1.0,1.0,,1.1766141660000002,,True,False,"[诸葛亮]由于[张飞]的【万人之敌】的伤害,损失了兵力320(5138)"
986,7,battle_20260620_030317,413,4,张飞,马云禄,万人之敌,,physical_skill,600,642.3939950274817,642,642,642,642,42,0.07,0.9345794392523364,1256.0,656.0,False,337.7,337.7,255.67,0.0,255.67,False,12761.0,1.4,1.0,1.15,1.014,1.065,1.4,7.0,0.0,0.5,蜀,蜀,0,3,0.97,1.0,1.0,1.0,,1.6864954469999995,,True,False,"[马云禄]由于[张飞]的【万人之敌】的伤害,损失了兵力600(656)"
993,7,battle_20260620_030317,490,4,张飞,诸葛亮,普通攻击,,normal_attack,404,424.90856797441734,425,425,425,425,21,0.05198019801980198,0.9505882352941176,3831.0,3427.0,False,337.7,337.7,309.75,0.0,309.75,False,12761.0,1.0,1.0,0.85,1.014,0.995,1.4,0.0,0.0,0.5,蜀,蜀,0,2,0.98,1.5,1.0,1.0,,1.260658035,会心,True,False,[诸葛亮]损失了兵力404(3427)
